step,phase,sent_length,source,prob,initial_state_prob_class,sentence,sentence_id,avg_response
67234,late,long,gibbs,-56.210175,high,"Her eyes focused solely on her children as she stooped to run into Mariana who instantly fell over on impact. ""Guabazo! Para dama! Guabazo!""",7_6_1920,61.857142857142854
8,early,medium,MH,-60.177757,low,The Spaniards eagerly caught at the opportunity of regaining their lost lands and their own prestige with it.,2001773_7_0,61.833333333333336
37923,late,medium,GSN,-52.341843,high,"With the seven-foot, wolf-like Cora, I edged forward, in the clearing.",19_9_1995,61.833333333333336
4,early,medium,gibbs,-52.219265,low,It's a parade full of colour accompanied by the sounds of steel drums and local forests.,4_1_0,61.81818181818182
128,early,long,MH,-45.62006,high,Lake Roommate provides higher soil nutrients compared to its land mass than the first two lakes and therefore is more stable in terms of fish populations and is an oligotrophic lake.,659772_3_3,61.8
8192,early,long,MH,-14.666533,high,She has also been a great physics teacher on unquestioning occasions and has been singled out for her surefire and self-effacing physics classes and field trips.,29_9_234,61.8
19959,late,short,GSN,-0.20688485,low,He nipped at her pu**y.,1421311_9_1995,61.8
0,wiki,long,wiki,-43.16616439819336,high,"The shallow water of the Vik Inlet is protected as the Vik Inlet Nature Reserve, particularly because of its importance as an area for the pink-footed goose during spring.",47_0_0,61.77777777777778
37923,late,medium,gibbs,-26.202969,high,Without allaying the suspicions that had been held by the earlier explorers it may never have happened.,9_0_1995,61.76923076923077
512,early,short,MH,-4.5729527,high,A maximum of 2 athletes were qualified to compete.,1371762_0_51,61.75
999,early,short,gibbs,-21.786901,low,But suddenly another car skidded by a house.,1_3_99,61.75
4,early,medium,GSN,-15.290838,high,"The growth rate is rapid in the first year, then slows down as the fish age.",2166262_9_0,61.666666666666664
2048,early,medium,MH,-7.998768,high,Asparagine pathway: a citric acid pathway with products including oxaloacetate.,248289_5_107,61.666666666666664
9959,late,short,gibbs,-1.81975,high,The song was released as a single to radio.,5_9_995,61.63636363636363
4096,early,long,MH,-36.234707,high,"In the claspers of some feliforms E. Coli this canal divides and then divides into upward and downward divergent canals, which lack any glutanoid pads.",27_7_117,61.6
16,early,long,gibbs,-94.68483,low,"Morris' great strength was probably the painting of over 40 numbered canvases of historical and historical events, a field from which he operated virtually unchallenged until 1951.",4_5_0,61.5625
256,early,medium,GSN,-39.33105,high,"Beginning in 1005, plays and literature are popular events, some of which are happening annually.",16_8_13,61.5
512,early,medium,MH,-23.650455,low,The allies were left with the option of restoring their former might without their own interference in affairs.,2001773_6_26,61.5
1024,early,short,GSN,-17.844881,low,"After a while, they were set under attack.",4_1_102,61.5
36023,late,medium,GSN,-23.512917,high,"But it felt like tears, and Gillian nodded, knowing there was so much she could do.",19_7_1895,61.5
4,early,short,gibbs,-47.2875,low,The performance does generally increase moving north to south.,4_7_0,61.46666666666667
32,early,long,gibbs,-56.31549,low,"Trailing by a single out in the previous day's game, Kyle Kellogg, a recently drafted third baseman, stepped in to appear in relief of a two-run game.",0_9_0,61.42857142857143
1024,early,medium,GSN,-47.58104,low,The following shows how the final standings were traded by the odd team named in the above map.,13_1_53,61.4
8192,early,medium,GSN,-15.766645,low,"Removal of wires, normally 1-2 or 3-4, by a retraction.",2001773_2_431,61.4
36023,late,medium,GSN,-32.224873,low,"But there were exceptions, I could look if I wanted to, and some would, too.",2001773_5_1895,61.4
2,early,long,MH,-55.651237,low,"Down by a significant score in the next day's game, Nate Kellogg, a newly acquired second baseman, moved over to pitch in relief in the 10-2 loss.",20_0_0,61.333333333333336
4,early,medium,MH,-53.78225,low,His politically oriented character chose to make a statement by deciding to remain living in the changing neighborhood.,13_2_0,61.333333333333336
64,early,medium,MH,-18.807852,high,The union purchased all the water-rights lands in the county and began digging artesian wells.,1053450_6_3,61.333333333333336
512,early,long,GSN,-72.24095,low,"While the symptoms appear minimal in the m28 class the type may present in hardbodies who experience cold weather, significant anxiety, depression, alcohol abuse and other psychological concerns.",1355732_0_14,61.333333333333336
2048,early,medium,GSN,-11.585124,low,The name was also applied to two refuges within the Yvelines national wildlife refuge system.,10_7_107,61.333333333333336
4096,early,medium,GSN,-10.355822,low,"Looking at her like he was ready to change his mind, he crushed his mouth to hers.",10_8_215,61.333333333333336
19959,late,short,MH,-6.782658,high,Blindfolded by Kyle instead of anyone else.,1478396_2_1995,61.333333333333336
512,early,long,gibbs,-57.416008,high,"In 1598, Balbota mapped the isthmus of Asia Minor and inspired the Italian navigators to map the north sea at the very light of the new moon.",6_0_14,61.3
4096,early,long,GSN,-52.23446,low,"Inspired by all this, Yuki, the movie's main character, babysits her friend, a flamenco dancer for the Brazilian in the Matsumoto family absence.",20_0_117,61.285714285714285
256,early,long,MH,-17.278397,high,"He has also been lauded as a master of unquestioning seduction and has been singled out for his ruthlessness, self-effacing cruelty, and eroticism.",29_3_7,61.25
36023,late,medium,GSN,-11.646198,high,"""What?"" Me: But do you know what we're doing? Ugh.",15_5_1895,61.25
37923,late,medium,gibbs,-24.542454,high,"He looks more calm now, like he's conjured up all sorts of overwhelming sensation.",9_7_1995,61.25
1,early,medium,MH,-53.073624,low,His politically oriented parents chose to make a statement by deciding to remain living in the changing neighborhood.,13_0_0,61.2
50259,late,long,GSN,-20.018326,high,The 1994-95 AFL (AFLW) premiership (AFLW premiership) was the Australian rules football premiership for the Victorian football league. The premiership was composed of six rounds.,25_6_1435,61.2
51134,late,long,gibbs,-59.136993,high,The site of the Abbey of Kennington Abbey (at Huckralfield) lies on the boundary between Essex (near Basildon) and Buckinghamshire (at Manorbury).,5_8_1460,61.2
16,early,medium,GSN,-38.9822,high,"Sweet has earned international acclaim for her experimental, tribal, experimental, and self-directed productions.",15_3_0,61.166666666666664
69859,late,long,GSN,-8.887443,low,"Later that year, the song did manage to reach number one in the United States and Canada, peaking at number three. The song made it to top-ten in Australia.",23_1_1995,61.166666666666664
8,early,short,gibbs,-17.665571,high,"Time was running out, and winters grew long.",6_1_0,61
64,early,medium,gibbs,-53.412575,high,"A number of braking stretches offer new and eclectic symbolism, which can be a problem for cyclists.",8_7_3,61
1024,early,medium,MH,-22.156864,low,"They also own the alonzo lordship shopping center San Diego, an upscale supermarket chain in California.",1166202_0_53,61
2048,early,long,GSN,-79.52221,high,It has instead been credited with developing capabilities and unquestionably operating to maintain control of their boundaries despite the world standard of unstoppable weapons being accompanied with equipment.,29_6_58,61
2048,early,short,GSN,-6.381203,low,I think they're just depressing sometimes.,1367427_2_204,61
4096,early,short,GSN,-8.339678,low,"She spoke slowly, wanting something to broach.",3_0_409,61
8192,early,short,MH,-9.499359,low,In Western Australia the rate rises among Aboriginal Australians.,1_6_819,61
58659,late,long,GSN,-38.483353,high,The reporters had told Agatha they were thrilled she would be attending a private ceremony and Agatha had held out her hand a thousand times before presenting her gown to the bridesmaids.,41022_7_1675,61
69859,late,long,gibbs,-6.869126,high,(XAP1) cytostructural agonists (XAP3) and (XAP4) pentahydroprotein have been identified.,9_0_1995,61
69859,late,long,GSN,-76.08726,low,"Yoichicke, David (2007). I have been working for the YWCA for some years, and my political reflections do not reflect on books and YWCA.",1355732_1_1995,61
999,early,short,gibbs,-20.865194,high,There had to be a decreed circle agreed upon.,6_5_99,60.90909090909091
0,none,short,lstm,NA,none,It openly bridged the union party's Labour Party.,37_0_0,60.888888888888886
37923,late,medium,gibbs,-22.742306,high,West Bengal continues to be the name of the two halves of West Bengal and Odisha in India.,8_6_1995,60.857142857142854
0,wiki,medium,wiki,-13.805967330932615,high,The school currently had enrollment of 136 students in grades 6-12 at the time of closing.,1_0_0,60.8125
32,early,long,GSN,-66.68445,high,Lake Superior has fewer dissolved oxygen relative to its water bar than the other main lakes and so tastes less sustain in terms of fish populations and is an oligotropic lake.,659772_3_0,60.8
128,early,long,GSN,-48.342968,high,"While the lateral branch of the pisidian is localized, the stream flows continuously and divides into ascending and multiple divergent branches, which include the glutinous artery.",27_1_3,60.8
256,early,medium,MH,-6.9814906,high,"The year 2050 in science and technology sees many changes, some of which are listed below.",16_6_13,60.8
512,early,medium,MH,-6.6207566,low,There's a procession consisting of horses accompanied by the beating of their hooves during the festival.,14_0_26,60.8
69859,late,long,MH,-43.060318,high,"To be on sound footing, Uncle Maury would build camp after camp, finally driving Sevier out and killing no fewer than 8 blacks, as blacks fell into mixed marriages.",1873167_8_1995,60.8
2048,early,short,MH,-13.087358,low,Jessica Connelly's name was Jessica Chevalier.,1367427_2_204,60.75
19959,late,short,GSN,-6.8019714,high,The so-called eye of the conclave.,7_1_1995,60.75
64,early,short,MH,-9.479373,high,Foil fencing foil competitions usually consist of two events.,1478396_2_6,60.714285714285715
0,early,medium,gibbs,-62.738045,low,"Confirming this speculation, websense security labs identified additional sites using the exploit on January 19.",1_0_0,60.666666666666664
8,early,medium,gibbs,-19.278229,high,Asparagine usually enters the citric acid cycle in nature with oxaloacetate.,8_6_0,60.666666666666664
32,early,short,gibbs,-15.4077215,high,Its overall shape resembled lyra octagons.,5_2_3,60.666666666666664
64,early,short,MH,-5.512143,high,The territory of the municipality is divided into lots.,9_6_6,60.666666666666664
256,early,medium,GSN,-15.884926,low,So she decides to leave the house to the police and not go to the hospital at all.,417512_7_13,60.666666666666664
8192,early,short,GSN,-7.9503894,high,And they were more indignant than he knew.,9_3_819,60.666666666666664
19859,late,short,GSN,-13.464648,high,"Abby had hurt me, but I knew better.",1478396_0_1985,60.666666666666664
37923,late,medium,GSN,-20.75536,high,"""I thought that was a lie, Dali!"" I meant it, most of all.",17_2_1995,60.666666666666664
66359,late,long,GSN,-45.3132,high,"Physique Nationale des Mineurs et Des Melanges (Paris, 1862) published the use of terracotta in the treatment of various parasites, particularly bean flies.",1873167_7_1895,60.666666666666664
10209,late,short,gibbs,-23.120598,high,"No, he'd fallen there forever ago.",9_1_1020,60.625
2,early,short,MH,-51.11023,low,Such strongly audible ideals required an equally audible medium.,1421311_0_0,60.6
32,early,medium,GSN,-30.672781,high,She was offered an envelope and told to put her name in Judd on the back of it.,19_9_1,60.6
512,early,short,gibbs,-7.140421,high,The population of the municipality is 934 inhabitants.,9_9_51,60.6
68459,late,long,GSN,-30.73606,high,"Perhaps his most impartial teammates included the infuriated Saskatchewan Roughriders and Calgary Stampeders. Throughout his CFL career, Beard wore a ""Nationals"" t-shirt.",28_5_1955,60.6
64,early,short,gibbs,-17.277895,high,Its central structure is an enveloped octagon.,5_0_6,60.57142857142857
256,early,long,GSN,-85.20619,low,"As alleged during his speech at the event, the standard metrics used at the competition fielding are finance, trade, capital gains, investments, cultura and the enterprises themselves.",1355732_7_7,60.57142857142857
2048,early,medium,MH,-24.509918,high,Hitler was given an ultimatum and ordered to broadcast the news from halfway down the ridge towards leipzig.,19_5_107,60.57142857142857
16,early,long,MH,-28.539387,high,"After spending the next several months in an Illinois hospital, Ellie was taken into the care of her husband, John, whom she was shocked to discover was still very much alive.",41022_1_0,60.5
37923,late,medium,GSN,-29.42873,high,It feeds on lianas (especially fra melvinia latiflora) molluscs.,595107_7_1995,60.5
28423,late,medium,gibbs,-2.9533439,low,"In case of remarrying, a vindictive falsehood is rectified.",3_7_1495,60.46153846153846
2,early,medium,MH,-62.738056,low,"Confirming this speculation, Websense security labs identified additional sites using the exploit on January 19.",11_6_0,60.333333333333336
16,early,long,GSN,-55.266365,low,"Down by a significant score in the next night's game, Chester Lesser, a newly hired third baseman, moved over to pitch in relief in a complete-game win.",20_8_0,60.333333333333336
28233,late,medium,gibbs,-12.812328,high,"It was sickening, depressing, and so much I wondered if Aiden was even there.",7_9_1485,60.3125
32,early,long,gibbs,-54.14244,high,"Lake Buchanan has fewer stored oxygen due to poor water quality than the other two lakes, and is fairly poor in terms of organic biomass and essentially an oligotrophic lake.",7_6_0,60.285714285714285
0,wiki,short,wiki,-11.948365211486816,high,Edwards chaired the Veterans Affairs Committee in the House.,21_0_0,60.25
8,early,medium,GSN,-62.705853,low,His family oriented debut chose to make a statement by choosing to remain living in the changing neighborhood.,13_0_0,60.25
18659,late,short,MH,-6.819105,low,Writing an autobiography suffers from almost constant media coverage.,4_3_1865,60.25
2,early,short,GSN,-59.779446,low,Such strongly audible ideals use an equally specific medium.,1421311_0_0,60.166666666666664
512,early,long,gibbs,-67.64998,low,"Different researchers have noted a link between Pushkin and the iron armour of the jihadi elite, with some researchers envisioning the powerful type of armour compared to scholar armour.",3_7_14,60.1
1,early,long,MH,-104.68718,low,"The brain waves are captured with the enclosed EEG headset, which allows the user to control an air stream with their concentration, thus lifting or lowering the delicate foam ball.",1664962_3_0,60
128,early,medium,gibbs,-6.3872347,high,A number of place names have complex and closely related meanings and can be a source of confusion.,8_2_6,60
512,early,medium,GSN,-49.48314,high,Asparagoe also functions in citric acid minerals and hydroxy-lated lactate.,248289_9_26,60
1024,early,long,MH,-27.877758,high,"After spending the next few months holding an art exhibition, she was taken into the care of her cousin Andre Louis, whom she was unable to prove was still very much alive.",41022_0_29,60
1024,early,medium,MH,-17.762617,low,This was done to reduce military spend allowing new military tasks to be replaced by their existing tasks.,1434777_6_53,60
2048,early,medium,MH,-14.664337,high,A few established the first lead and zinc mines in puget sound and began dry artesian mining.,1053450_3_107,60
4096,early,short,MH,-13.57604,low,As of 2011 the pass needed regular road maintenance.,2_3_409,60
19859,late,short,GSN,-3.0613866,low,"""Yes, it is."" ""What?""",1_1_1985,60
36023,late,medium,MH,-17.884323,high,"Culture moment devotional was released with remixes by culture moment, many of which are original recordings.",16_1_1895,60
59359,late,long,MH,-21.053175,high,"Sharing very stringent chemistry with silica, E. Coli in both visible and infrared protects against near and far divergence as well rather than prevent glycoside formation.",27_7_1695,60
68459,late,long,GSN,-18.050522,low,"Grainna pursed her lips. ""It's been a week since that thing -"" ""Wait"" - Rhiannon stuttered - ""What do you mean?""",1114426_6_1955,60
18909,late,short,gibbs,-20.156435,low,"""So you think Gansey unveiled him.""",1_6_1890,59.92857142857143
67234,late,long,gibbs,-30.33096,low,"They may sue for every pence sequestration, but is it out of necessity that they settle the matter? I do not think we should ever coerce a lawyer.",3_4_1920,59.92307692307692
19959,late,short,GSN,-3.9485445,high,Main economic activities are animal husbandry and forestry.,7_2_1995,59.857142857142854
19959,late,short,GSN,-6.625182,low,His hand lifts to my mouth and we kiss.,2_1_1995,59.833333333333336
67059,late,long,GSN,-41.71154,high,"37 athletes from 24 countries competed at the Fina Grand Prix from October to December, with an expiration alert date of 00:00 (UTC) in the following events.",480032_5_1915,59.8
0,wiki,long,wiki,-17.413217544555664,high,"Sarpaniran Rural District is a rural district (""dehestan"") in the Central District of Pasargad County, Fars Province, Iran.",45_0_0,59.75
37068,late,medium,gibbs,-5.845837,low,"""Captain Wyatt, midshipman present?"" ""Yes Sir,"" said Captain Wyatt.",3_2_1950,59.733333333333334
19959,late,short,MH,-7.524024,low,Satellite imagery indicates slightly higher oil spill mortality rates.,3_9_1995,59.714285714285715
8,early,medium,gibbs,-16.138569,high,This company purchased all the gold-bearing lands in the valley and began drilling artesian wells.,5_2_0,59.7
64,early,medium,gibbs,-42.468544,low,"The borgia people had to make difficult arrangements, and to avoid delay during the wedding ceremony.",3_6_3,59.666666666666664
128,early,long,gibbs,-30.669975,high,"The system remained repeated, with the first two teams from each group going through to the semi-final round and the next two teams from each group going through to the final.",5_6_3,59.666666666666664
50959,late,long,gibbs,-44.793743,high,"Mcfadden proposed a ""skinny dipping"" initiative for children with prenatal kidney benefit fraud in both Sri Lanka and India when a court ruled the initiative to be invalid.",9_4_1455,59.666666666666664
32,early,medium,gibbs,-58.234886,low,The report also looked at the chance of entry of the territories and their subsequent relocation by equipment.,1_4_1,59.642857142857146
512,early,short,gibbs,-27.935179,high,And that was the V telling her to lose.,9_3_51,59.625
21384,late,long,gibbs,-41.836754,low,"The singles have yielded three albums of various singles, which have included cover versions of Led Zeppelin songs (""get me down for you"" and ""I love you"").",2_9_610,59.6
128,early,long,gibbs,-33.45796,high,"This is followed with rookies working in the police department, with the exception of misdemeanors charged by the city of Las Vegas, which oversees its own investigations.",6_1_3,59.53333333333333
8959,late,short,gibbs,-29.879234,high,It is unique in the building Philippine Planetarium.,5_4_895,59.5
36023,late,medium,GSN,-17.361877,low,"Located in the Eastern part of Borisovsky district (hence name ""borisovsky"" district).",2661329_4_1895,59.5
16,early,short,gibbs,-8.671114,high,The platform diving events were one of six events.,5_9_1,59.46666666666667
0,wiki,long,wiki,-31.44465065002441,high,"However, after coming on for the injured Øyvind Leonhardsen early in the FA Cup fifth round tie against Stockport County on 17 February 2001, Davies scored twice.",5_0_0,59.42857142857143
9959,late,short,gibbs,-19.728642,low,His skin was hard and wet from itching.,4_8_995,59.4
19959,late,short,MH,-7.1345816,low,Raced in 2005 Nordic and 2006 Nordic Euroseries.,1_2_1995,59.4
19959,late,short,gibbs,-19.082397,high,As early as 1950 the proposal was presented separately.,9_0_1995,59.36363636363637
16,early,long,MH,-76.61144,low,Empirical reviews have suggested a connection between a leader's tax policy and its punitive electoral consequences as they represent a significant transfer of purchasing power by the consumer to the government.,23_5_0,59.333333333333336
8,early,short,GSN,-44.014374,low,Such VHF audibles have an equally spectral range.,1421311_2_0,59.285714285714285
999,early,short,gibbs,-12.377121,high,There was dermatitis growing from his head.,9_2_99,59.285714285714285
14859,late,short,gibbs,-18.667307,low,McAdam could never trust that he had her.,0_7_1485,59.214285714285715
0,none,short,lstm,NA,none,It contributed his representations of [ some Muslim reliefs ].,42_0_0,59.2
69859,late,long,GSN,-65.95546,high,During the 1980s the group recorded several TV series and specials for McAlpine and Implanet as well as both episodic comedies feature game parodies and liner notes.,659772_1_1995,59.2
37733,late,medium,gibbs,-26.653563,low,"She released ""contradictory, sometimes mediocre"" and ""large-scale original works"".",1_1_1985,59.1875
2,early,medium,MH,-72.36453,low,The hats eagerly caught at the opportunity of recovering those lost lands and their own prestige with it.,2001773_5_0,59
8,early,long,GSN,-39.71722,high,"It is used to house inmates individually in their patrol area, with the exception of misdemeanors committed in the city of Las Vegas, which has its own jail.",1435210_7_0,59
16,early,medium,gibbs,-50.834625,low,"Despite this announcement, websense terror quickly sold its product using the device on May 3rd.",1_0_0,59
256,early,medium,GSN,-34.620316,low,"A brisk wind rolled through the cavity, announcing our arrival and pulling the fayre with it.",2001773_8_13,59
256,early,medium,GSN,-31.477007,high,"The comic book was published within the first issue, but closed-down after the final fourth.",2166262_3_13,59
1024,early,long,MH,-30.13113,high,Lake Edgar has lower water levels relative to its full length than all the other lakes and thus is considered important in terms of fish populations though not an oligotrophic lake.,659772_4_29,59
2048,early,long,MH,-11.495615,high,"It was uncommon to see people arrested in their respective jurisdictions, with the exception of misdemeanors, in the state of Las Vegas, which had its own jurisdiction.",1435210_4_58,59
15059,late,short,MH,-9.46806,high,Worried about being blindly followed by Robin Thicke.,1359180_3_1505,59
19959,late,short,GSN,-1.7911625,low,He picked her up and hugged her to him.,586520_0_1995,59
19959,late,short,MH,-12.000201,low,As of 2011 de Gaulle held very little office.,2_2_1995,59
19959,late,short,MH,-7.1521716,high,He was on duty when ancient Israel defeated Judah.,6_7_1995,59
65659,late,long,GSN,-58.3871,high,"Most of all, she looked directly at the stareater as she prowled her way toward the disappointing nobiting peronise, to her right.",28_9_1875,59
1,early,long,gibbs,-103.91441,low,"By the 1940s the AM broadcast industry had abandoned the Blaw-Knox design for the modern type of light, uniform cross section lattice mast, which had a tall radiation pattern.",0_1_0,58.94736842105263
0,early,medium,gibbs,-77.21703,low,The Hats eagerly caught at the opportunity of recovering the lost lands and their own prestige with justice.,1_8_0,58.875
0,wiki,long,wiki,-56.78756713867188,high,"In modern times, cutting down a tree which houses a kodama is thought to bring misfortune and such trees are often marked with ""shimenawa"" rope.",42_0_0,58.857142857142854
61459,late,long,GSN,-38.352932,low,"I laughed as I tossed them both in the arms. ""Damn you, men!"" Could I get anything out of them to make them understand what I was talking about?",1329856_5_1755,58.833333333333336
52184,late,long,gibbs,-53.51231,low,"The R3 (also called Colpo A1 and Colpo Q2) is a suspended production and rehabilitated trolleybus, operated in Marseille for at least 20 years.",0_4_1490,58.81818181818182
256,early,long,gibbs,-95.93189,high,"For the maximum shielding of the orbiter and spacecraft parallel, the spacecraft walked conventional, maintained minimal internal and external deterbations, and used standard gyrosahedral fuel.",7_5_7,58.8
19959,late,short,gibbs,-9.811774,low,Even my blisters hurt worse than ever.,3_0_1995,58.77777777777778
19959,late,short,MH,-7.988274,high,Went on two 360° tours as creative director.,1371762_2_1995,58.75
4,early,short,MH,-33.01744,low,Thus the inspector nickname is also a humorous one.,4_0_0,58.714285714285715
4,early,medium,MH,-9.414155,high,Asparagine usually enters the citric acid cycle in nature as oxaloacetate.,248289_2_0,58.666666666666664
4096,early,medium,GSN,-57.248947,low,"It scattered even into the expanse, kind of rippling, sitting headless when it moved.",1434777_9_215,58.666666666666664
8192,early,short,MH,-14.454095,high,The campaign setting Altair includes features and rules.,9_7_819,58.666666666666664
15259,late,short,MH,-7.805419,high,Birds of Prey: I greatly admire Howard Hughes.,7_1_1525,58.666666666666664
37923,late,medium,GSN,-7.122564,high,"The steersman, it seemed, would not listen to this bit of stodgy nonsense.",16_1_1995,58.666666666666664
256,early,short,gibbs,-11.11284,low,Wynand's ticket won another term.,2_1_25,58.6
19959,late,short,GSN,-2.41996,high,His wife went to bed with her eyes closed.,9_9_1995,58.6
19959,late,short,MH,-12.699287,high,Imitation of clay is called clay patagonian.,5_2_1995,58.57142857142857
9559,late,short,gibbs,-0.45558658,low,There was no time to precipitate.,4_6_955,58.54545454545455
512,early,long,gibbs,-52.096,high,"Shale extraction is a cheaper technology associated with heavy mineral oil production than conventional petroleum mining, and it is available in all of europe, and in the oligotrophic mode.",7_6_14,58.53333333333333
128,early,long,GSN,-38.604713,low,"Wounded by a back injury in the next day's game, Bert Campbell, the newly hired second baseman, took over the loss in exchange for a complete-game win.",20_2_3,58.5
59359,late,long,GSN,-10.556995,high,"Why are you sittin' here, here, by yourself? I swallowed hard, wanting to tell him there was nothing he could do, but instead I held it in.",41022_5_1695,58.5
69859,late,long,GSN,-29.791273,high,"Cytoplasma infection (plus other fungal pathogens known as ""glycosis""), gastroplasmobacterium polymorph var.",27_8_1995,58.5
9909,late,short,gibbs,-27.591446,high,He recognised them as mistamerhounds.,7_4_990,58.44444444444444
34859,late,long,gibbs,-1.0053438,low,Antioxidant reagent synthase (antioxidant reagent phosphatase) is a eukaryotic enzyme specific for proteases.,4_1_995,58.4375
4096,early,short,GSN,-32.06358,low,Henceforth some were guarded by the guys themselves.,0_0_409,58.4
64959,late,long,GSN,-15.916638,low,"This time, she said,"" what do you know about basketball shorts? I was looking for another friend."" How much do you know about the wearing of basketball shorts?",1114426_3_1855,58.4
64,early,short,gibbs,-24.355742,high,To the west the dam was choked by mud.,9_8_6,58.375
8,early,medium,gibbs,-61.272766,low,Business was created to increase government expertise with 1 million tasks to be attached to the billing system.,3_7_0,58.333333333333336
64,early,medium,gibbs,-33.786232,low,"She also hosted the last Japanese Christian retreat in San Francisco, an educational program hosted in Japan.",0_2_3,58.333333333333336
19959,late,short,MH,-2.8432422,low,The janitor's escape pod is destroyed.,1367427_5_1995,58.333333333333336
53059,late,long,GSN,-17.603397,high,The tuning collar should be in a pear-shaped shape such that the circumference of the tuning collar is 2 × 3 cm (1 inches × 1 inch).,1873167_8_1515,58.333333333333336
16,early,long,MH,-32.595085,high,"At the lower border of the piriformis muscle, the nerve turns backward and divides into upward and downward divergent branches, which tap the gluttonus maximus.",27_1_0,58.285714285714285
32,early,long,GSN,-21.238726,high,"It is used to indicate persons incarcerated in a specified area, with the exception of misdemeanors, in the city of Las Vegas, which has its own jail.",1435210_1_0,58.25
512,early,long,GSN,-54.330967,low,"It showcases some of the most popular American music videos in which mars played, ranging from the rock'n'blues era in the 1960s to the record store day and beyond.",1114426_3_14,58.25
999,early,long,gibbs,-31.957428,high,"On the same day, the station flipped to the network and moved studios at 10,000 watts to uhf channel 46, making it the lowest powered station in the houston market.",8_5_28,58.25
28423,late,medium,MH,-19.293118,low,"Accusations of fraud helped Eustace Cummins cast votes, but none took place in Manitoba.",11_1_1495,58.25
4,early,long,gibbs,-24.691895,high,"During the early years, the station operated at a night-time power of 1,000 watts, day and night, changing to a directional antenna pattern during the nighttime hours.",8_0_0,58.2
64,early,medium,gibbs,-20.498423,low,"After the merger, Infosensors has continued its presence in the market across the country.",1_5_3,58.2
128,early,long,MH,-55.72741,low,"The Home appliances division oversees the product development, manufacturing, and provision of Andersen branded windows and sashes services in the company's approximately 278,000 stores throughout North America.",22_5_3,58.2
19959,late,short,gibbs,-14.443167,low,I set him down and let him tease me.,1_3_1995,58.2
2,early,short,GSN,-45.37861,low,"Inside such hosts, they settle on the muscles.",1_1_0,58.142857142857146
9959,late,short,gibbs,-18.09301,high,The walls were made of earth and known stone.,8_5_995,58.125
512,early,short,gibbs,-6.521388,low,As of 2010 its population was about 95 people.,2_1_51,58.111111111111114
37923,late,medium,gibbs,-13.149254000000001,high,"""You lead a simple life with your work ethic,"" she mercilessly snapped.",9_7_1995,58.111111111111114
32,early,medium,gibbs,-23.199356,high,A number of other clans have different or widely varies names which can be a source of confusion.,8_1_1,58
64,early,medium,GSN,-15.636146,high,"She has received particular praise for her long, short, horror, and mixed-media films.",15_8_3,58
256,early,medium,gibbs,-63.85195,low,He also sent 5000 archers to the Church of Saint Ivan and gave the latter authorization to communion.,0_2_13,58
1024,early,long,MH,-34.66093,low,"Although his invention had four cylinders, the geometries of ignition are not such that two cylinders are independent of two other cylinders and thus one will only be needed for ignition.",21_3_29,58
2048,early,medium,GSN,-38.023937,low,Governor William William Hervey responded: I think you should give me [a psychological] statement.,1166202_4_107,58
5659,late,short,gibbs,-64.430084,high,The second Shi remained transferred to Pingzidi.,7_5_565,58
8192,early,medium,GSN,-7.674845,low,"""Do you think I should?"" I wanted to grab his hand and pat his back.",1434777_4_431,58
19959,late,short,GSN,-21.477211,high,"But maybe, God, he'd die.",1359180_4_1995,58
19959,late,short,MH,-11.708113,low,For different reasons we came across locked doors too.,586520_7_1995,58
28423,late,medium,gibbs,-7.296653,low,Glaucodon Elegans is a brown storm petrel native to the Tasman.,4_2_1495,58
30323,late,medium,GSN,-9.194218,low,"The type locality of the type species is 10km northeast of Beijing, in Qinghai province.",14_8_1595,58
36023,late,medium,GSN,-13.559919,high,The albatross wanted either the administrator beheaded or disembodied.,16_2_1895,58
37923,late,medium,gibbs,-1.4580345,high,He won election to the New South Wales legislative assembly as the labor member for Chiltern.,9_2_1995,58
65659,late,long,GSN,-37.409706,low,"It was as if beta had changed his world, had told him more and more he had to get out and make his own choices, the same choice Derek made for him.",21_5_1875,58
256,early,medium,gibbs,-35.781822,low,"If voters declined to accept a seat in any congress, a direct or plurality vote was required.",2_4_13,57.94444444444444
34859,late,long,gibbs,-40.794968,low,"Her biggest hit of 2005 or 2006 at Interscope was the 1983 hit ""jazz vincennes"", and she has also worked with crossovers, notably Dolly Parton.",1_3_995,57.94117647058823
64,early,medium,gibbs,-14.062804,low,She is considered one of the exponent of modern gendered feminist thought on a broader level.,4_2_3,57.92857142857143
999,early,short,gibbs,-17.239723,high,Archer pointed to the stairs leading to the commons.,8_7_99,57.9
16,early,short,GSN,-40.242958,low,"In human society, conflicts settle with the dagger.",1_4_1,57.875
64,early,long,MH,-40.659126,low,"If an engine has three cylinders, the geometries for each are arranged so that the cylinders become cylindrical at the beginning, and thus one can always be spun before starting.",21_1_1,57.8
37923,late,medium,GSN,-78.4108,low,"P-packets also marched with the ""good roam"" (marching cruiser) through South Dakota.",14_9_1995,57.8
64,early,long,MH,-20.826572,high,"After spending the next several months in an escaped prison, she was taken into the custody of her husband, Peter, whom she was horrified to learn was still very much alive.",41022_5_1,57.75
256,early,short,MH,-10.559161,low,His true identity was eventually discovered Quarto.,932629_1_25,57.75
14959,late,short,gibbs,-30.191257,high,The playground was subsequently functioned as an amenity.,6_6_1495,57.75
